from,https://tools.miku.ac/cpu_rank/,https://tools-api-cn.hazymoon.vip/cpu_rank,,
,name,score,percentage,
3010,ARM ARMv7 rev 3 (v7l) 4 Core 2065 MHz,871,1,
3011,AMD Athlon II X2 4450e,867,1,
3012,Intel Xeon 3065 @ 2.33GHz,867,1,
3013,Intel Core2 Duo E6550 @ 2.33GHz,866,1,
3014,Intel Core2 Duo L9600 @ 2.13GHz,865,1,
3015,AMD Turion 64 X2 Mobile TL-68,861,1,
3016,Intel Celeron E3200 @ 2.40GHz,860,1,
3017,AMD Athlon 7550 Dual-Core,859,1,
3018,Intel Xeon 5140 @ 2.33GHz,857,1,
3019,Intel 1300 @ 1.66GHz,857,1,
3020,Qualcomm Technologies,score,percentage,1
3021,MT6762V/CR,857,1,
3022,AMD Turion II N530 Dual-Core,855,1,
3023,Athlon 64 Dual Core 5000+,850,1,
3024,Intel Pentium P6100 @ 2.00GHz,849,1,
3025,Intel Pentium 3560Y @ 1.20GHz,849,1,
3026,Samsung Exynos 7870,848,1,
3027,MT6761V/CBB,846,1,
3028,DO-Regular,846,1,
3029,Intel Core2 Duo P8600 @ 2.40GHz,846,1,
3030,MT9950,845,1,
3031,MediaTek MT8166B,844,1,
3032,MT8168B,844,1,
3033,Intel Celeron 1017U @ 1.60GHz,844,1,
3034,Intel Pentium E5200 @ 2.50GHz,843,1,
3035,Intel Pentium T1080 @ 1.73GHz,842,1,
3036,AMD Athlon Dual-Core QL-60,842,1,
3037,AMD TurionX2 Ultra DualCore Mobile ZM-85,841,1,
3038,Intel Xeon 3050 @ 2.13GHz,841,1,
3039,Intel Xeon 5150 @ 2.66GHz,840,1,
3040,AMD Opteron 275,839,1,
3041,Intel Xeon E5205 @ 1.86GHz,838,1,
3042,Intel Xeon E5502 @ 1.87GHz,837,1,
3043,Intel Pentium P6200 @ 2.13GHz,836,1,
3044,Intel Core i5-430UM @ 1.20GHz,836,1,
3045,AMD Athlon Dual Core 5000B,835,1,
3046,AMD Athlon 5000 Dual-Core,835,1,
3047,Intel Atom x5-Z8330 @ 1.44GHz,835,1,
3048,Intel Celeron E3400 @ 2.60GHz,834,1,
3049,AMD E1-6015 APU with Radeon R2 Graphics,833,1,
3050,Intel Core2 Duo P8400 @ 2.26GHz,831,1,
3051,AMD Athlon Dual Core 5400B,826,1,
3052,AMD Sempron X2 180,826,1,
3053,Intel Core i3-2357M @ 1.30GHz,824,1,
3054,Intel Core2 Extreme X6800 @ 2.93GHz,823,1,
3055,Intel Pentium B940 @ 2.00GHz,823,1,
3056,Intel Core i3-2367M @ 1.40GHz,823,1,
3057,Intel Celeron 2957U @ 1.40GHz,821,1,
3058,Intel Atom x5-Z8300 @ 1.44GHz,821,1,
3059,AMD E2-9000e,821,1,
3060,Intel Core i3-2365M @ 1.40GHz,820,1,
3061,AMD Turion II P560 Dual-Core,818,1,
3062,ARM Cortex-A72 4 Core 2200 MHz,818,1,
3063,Intel Core2 Duo T7700 @ 2.40GHz,817,1,
3064,Intel Celeron P4500 @ 1.87GHz,816,1,
3065,AMD A4-9120C,815,1,
3066,AMD Turion II Ultra Dual-Core Mobile M620,814,1,
3067,Intel Celeron B720 @ 1.70GHz,814,1,
3068,AMD Athlon Dual Core 5050e,811,1,
3069,Intel Core2 Duo T7500 @ 2.20GHz,811,1,
3070,BCM2711,809,1,
3071,Intel Core2 Duo E6540 @ 2.33GHz,808,1,
3072,AMD Opteron 1214 HE,806,1,
3073,Intel Celeron E3300 @ 2.50GHz,805,1,
3074,Intel Atom Z3580 @ 1.33GHz,805,1,
3075,Intel Xeon E5503 @ 2.00GHz,804,1,
3076,Intel Celeron B830 @ 1.80GHz,804,1,
3077,Intel Celeron 1007U @ 1.50GHz,803,1,
3078,Intel Core2 Duo E4700 @ 2.60GHz,803,1,
3079,AMD Athlon64 X2 Dual Core 4600+,803,1,
3080,AMD Athlon 64 X2 Dual Core 5800+,797,1,
3081,AMD Athlon Dual Core 5200B,796,1,
3082,Intel Xeon 5130 @ 2.00GHz,795,1,
3083,AMD A6-4455M APU,795,1,
3084,AMD A4-4355M APU,795,1,
3085,ARM Cortex-A72 4 Core 2000 MHz,795,1,
3086,Rockchip RK3566 RK817 ZIDOO TABLET LP4X Board,795,1,
3087,AMD Athlon 64 FX-25,794,1,
3088,Intel Atom Z3775D @ 1.49GHz,794,1,
3089,Intel Celeron 2955U @ 1.40GHz,793,1,
3090,Intel Celeron P4600 @ 2.00GHz,793,1,
3091,AMD Athlon 64 X2 Dual Core 5200+,793,1,
3092,Intel Pentium E2220 @ 2.40GHz,793,1,
3093,AMD Turion X2 Ultra Dual-Core Mobile ZM-84,793,1,
3094,MT8766B,793,1,
3095,AMD Turion II Dual-Core Mobile M520,792,1,
3096,ARM Neoverse-N1 1 Core 0 MHz,791,1,
3097,SAMSUNG Exynos7580,790,1,
3098,AMD Turion II P520 Dual-Core,790,1,
3099,Intel Core2 Duo P7370 @ 2.00GHz,790,1,
3100,AMD Athlon 7450 Dual-Core,789,1,
3101,Intel Pentium 997 @ 1.60GHz,789,1,
3102,Intel Pentium P6000 @ 1.87GHz,789,1,
3103,Intel Xeon 3040 @ 1.86GHz,789,1,
3104,Intel Core2 Duo E6400 @ 2.13GHz,787,1,
3105,AMD A4-3310MX APU,785,1,
3106,Intel Core2 Duo E4600 @ 2.40GHz,784,1,
3107,MT6761V/CD,784,1,
3108,Intel Core2 Duo T6670 @ 2.20GHz,783,1,
3109,AMD Opteron 1216,781,1,
3110,MT8165,781,1,
3111,Intel Core2 Duo E6420 @ 2.13GHz,780,1,
3112,Intel Celeron B820 @ 1.70GHz,776,1,
3113,Intel Pentium T4500 @ 2.30GHz,775,1,
3114,Intel Celeron B810 @ 1.60GHz,775,1,
3115,VIA QuadCore L4700 @ 1.2+ GHz,773,1,
3116,Intel Core2 Duo T7600 @ 2.33GHz,772,1,
3117,Athlon Dual Core 4850e,769,1,
3118,Celeron Dual-Core T3500 @ 2.10GHz,768,1,
3119,Intel Pentium T4300 @ 2.10GHz,768,1,
3120,Intel Core2 Duo P7450 @ 2.13GHz,767,1,
3121,AMD Athlon II N350 Dual-Core,767,1,
3122,AMD Opteron 280,765,1,
3123,AMD GX-217GA SOC,765,1,
3124,AMD Athlon 64 X2 Dual Core 5000+,764,1,
3125,Intel Xeon 5120 @ 1.86GHz,763,1,
3126,AMD Opteron 270,761,1,
3127,Intel Atom Z3735D @ 1.33GHz,761,1,
3128,AMD Opteron 252,760,1,
3129,AMD Sempron LE-1640,759,1,
3130,Intel Core2 Duo T6600 @ 2.20GHz,757,1,
3131,Intel Pentium T4400 @ 2.20GHz,756,1,
3132,Intel Core i5-470UM @ 1.33GHz,755,1,
3133,Intel Atom Z3775 @ 1.46GHz,754,1,
3134,AMD GX-218GL SOC,754,1,
3135,Qualcomm Technologies,score,percentage,1
3136,hi6210sft,752,1,
3137,Rockchip RK3566 EVB1 DDR4 V10 Board,751,1,
3138,Intel Core2 Duo P7350 @ 2.00GHz,749,1,
3139,Intel Celeron 1047UE @ 1.40GHz,748,1,
3140,Dual-Core AMD Opteron 1220 SE,748,1,
3141,Intel Core2 Duo P7570 @ 2.26GHz,747,1,
3142,AMD Opteron 180,746,1,
3143,Octa Core,744,1,
3144,Intel Pentium D 960 @ 3.60GHz,743,1,
3145,Intel Core2 Duo SL9400 @ 1.86GHz,743,1,
3146,Intel Core2 Duo T8100 @ 2.10GHz,742,1,
3147,Intel Celeron N2910 @ 1.60GHz,742,1,
3148,AMD Turion II Neo N54L Dual-Core,741,1,
3149,Intel Core2 Duo E4500 @ 2.20GHz,739,1,
3150,Qualcomm MSM8994,739,1,
3151,Intel Atom Z3770 @ 1.46GHz,738,1,
3152,AMD Turion 64 X2 Mobile TL-62,738,1,
3153,AMD Athlon Dual Core 5600B,737,1,
3154,Athlon 64 Dual Core 3800+,736,1,
3155,Intel Pentium E2200 @ 2.20GHz,736,1,
3156,AMD Athlon Dual Core 4850e,735,1,
3157,AMD Athlon 5200 Dual-Core,734,1,
3158,Qualcomm APQ 8084 (Flattened Device Tree),734,1,
3159,Spreadtrum SC9853I-IA,734,1,
3160,AMD Turion X2 Ultra Dual-Core Mobile ZM-87,733,1,
3161,Intel Celeron 2961Y @ 1.10GHz,732,1,
3162,AMD A4-3305M APU,730,1,
3163,AMD Turion X2 Ultra Dual-Core Mobile ZM-85,730,1,
3164,AMD Athlon Dual Core 4850B,727,1,
3165,Intel Celeron 887 @ 1.50GHz,727,1,
3166,AMD Turion II Dual-Core Mobile M500,727,1,
3167,AMD Opteron 1216 HE,727,1,
3168,AMD E2-3000 APU,726,1,
3169,AMD Athlon Dual Core 4450e,721,1,
3170,Intel Pentium T4200 @ 2.00GHz,720,1,
3171,ARM Cortex-A55 4 Core 2100 MHz,719,1,
3172,Intel Core2 Duo T6400 @ 2.00GHz,715,1,
3173,Intel Celeron E1600 @ 2.40GHz,712,1,
3174,AMD Athlon II P360 Dual-Core,711,1,
3175,AMD Athlon 64 FX-60 Dual Core,709,1,
3176,Intel Core2 Duo T6570 @ 2.10GHz,708,1,
3177,AMD Turion X2 Dual-Core Mobile RM-75,708,1,
3178,Rockchip RK3288,708,1,
3179,AC8257V/WAB,707,1,
3180,Intel Celeron B815 @ 1.60GHz,706,1,
3181,Intel Core2 Duo T7200 @ 2.00GHz,706,1,
3182,Intel Core2 Duo T5850 @ 2.16GHz,705,1,
3183,Intel Pentium 5 2.66GHz,705,1,
3184,Rockchip RK3368,705,1,
3185,AMD Athlon 64 X2 Dual Core 4800+,704,1,
3186,AMD Athlon 64 X2 Dual Core 4600+,704,1,
3187,Intel Atom E3840 @ 1.91GHz,704,1,
3188,Intel Pentium E2210 @ 2.20GHz,702,1,
3189,Intel Core i3-380UM @ 1.33GHz,699,1,
3190,AMD Opteron 1214,696,1,
3191,ARM Cortex-A72 4 Core 2100 MHz,696,1,
3192,AMD Opteron 185,695,1,
3193,AMD Turion X2 Ultra Dual-Core Mobile ZM-86,695,1,
3194,Intel Core2 Duo T5870 @ 2.00GHz,692,1,
3195,AMD Turion 64 X2 Mobile TL-64,692,1,
3196,MT6738,692,1,
3197,Intel Core2 Duo T7300 @ 2.00GHz,691,1,
3198,Intel Core2 Duo T7250 @ 2.00GHz,691,1,
3199,Intel Celeron G470 @ 2.00GHz,691,1,
3200,AMD Turion X2 Dual Core Mobile RM-76,691,1,
3201,Intel Atom Z3560 @ 1.83GHz,690,1,
3202,Intel Celeron P4505 @ 1.87GHz,689,1,
3203,AMD Athlon X2 Dual Core BE-2400,688,1,
3204,MediaTek MT6761V/WE,688,1,
3205,AMD Athlon II P340 Dual-Core,685,1,
3206,AMD Turion II Neo K685 Dual-Core,684,1,
3207,Intel Celeron U3405 @ 1.07GHz,684,1,
3208,Intel Core2 Duo L7200 @ 1.33GHz,684,1,
3209,MT6761V/WAB,684,1,
3210,Intel Core2 Duo T6500 @ 2.10GHz,683,1,
3211,Intel Pentium D 950 @ 3.40GHz,683,1,
3212,AMD Opteron 175,682,1,
3213,AMD A4-3330MX APU,681,1,
3214,Athlon Dual Core 4450e,681,1,
3215,Intel Core2 Duo L7800 @ 2.00GHz,680,1,
3216,AMD Athlon II Dual-Core M320,679,1,
3217,AMD E-30,677,1,
3218,AMD A4-3300M APU,676,1,
3219,AMD Athlon II Dual-Core M340,676,1,
3220,AMD Athlon II X2 270u,675,1,
3221,Intel Celeron B800 @ 1.50GHz,673,1,
3222,AMD Athlon II P320 Dual-Core,672,1,
3223,Intel Celeron J3060 @ 1.60GHz,672,1,
3224,Intel Celeron E1400 @ 2.00GHz,671,1,
3225,Athlon Dual Core 4050e,670,1,
3226,ARM Cortex-A72 4 Core 1500 MHz,669,1,
3227,Intel Core2 Duo T5900 @ 2.20GHz,668,1,
3228,AMD Athlon 64 X2 Dual Core 4400+,668,1,
3229,VIA QuadCore U4650 @ 1.0+ GHz,666,1,
3230,Intel Atom Z3735G @ 1.33GHz,666,1,
3231,Intel Core i3-330UM @ 1.20GHz,666,1,
3232,AMD Athlon II N330 Dual-Core,665,1,
3233,AMD E2-3000M APU,665,1,
3234,Intel Celeron N3060 @ 1.60GHz,665,1,
3235,AMD Athlon II X2 260u,663,1,
3236,Celeron Dual-Core T3300 @ 2.00GHz,662,1,
3237,AMD Athlon 64 X2 Dual Core 4200+,662,1,
3238,Intel Pentium E2180 @ 2.00GHz,662,1,
3239,AMD Turion Dual-Core RM-75,659,1,
3240,Intel Atom K510 @ 1.66GHz,658,1,
3241,Intel Core2 Duo T7400 @ 2.16GHz,656,1,
3242,Intel Core2 Duo E4400 @ 2.00GHz,656,1,
3243,AMD Turion X2 Ultra Dual-Core Mobile ZM-82,654,1,
3244,Intel Core2 Duo T5750 @ 2.00GHz,650,1,
3245,Intel Celeron E1500 @ 2.20GHz,649,1,
3246,AMD Turion Dual-Core RM-72,649,1,
3247,AMD Opteron 250,649,1,
3248,AMD Opteron 170,648,1,
3249,AMD Athlon 64 X2 Dual Core 4000+,647,1,
3250,AMD Athlon 64 FX-53,646,1,
3251,M7221,646,1,
3252,VIA Nano L3600@2000MHz,645,1,
3253,AMD Turion X2 Dual-Core Mobile RM-72,644,1,
3254,Intel Celeron 877 @ 1.40GHz,643,1,
3255,AMD Athlon Dual Core 4450B,643,1,
3256,Intel Core 330 @ 1.60GHz,643,1,
3257,Intel Core2 Duo T5800 @ 2.00GHz,642,1,
3258,AMD Athlon 64 X2 QL-66,641,1,
3259,AMD A4-3320M APU,640,1,
3260,MT6750V/W,640,1,
3261,Intel Pentium 987 @ 1.50GHz,635,1,
3262,AMD Turion X2 Dual-Core Mobile RM-77,635,1,
3263,Intel Pentium 2129Y @ 1.10GHz,635,1,
3264,Intel Core2 Duo T5300 @ 1.73GHz,635,1,
3265,AMD Sempron LE-1620,635,1,
3266,Intel Core2 Duo T5600 @ 1.83GHz,634,1,
3267,AMD Opteron 246,632,1,
3268,Qualcomm MSM8974,630,1,
3269,Qualcomm MSM8974PRO-AB,630,1,
3270,Intel Pentium E2160 @ 1.80GHz,629,1,
3271,Intel Core2 Duo T7100 @ 1.80GHz,628,1,
3272,AMD Athlon 64 X2 QL-64,628,1,
3273,AMD Turion 64 X2 Mobile TL-66,627,1,
3274,Intel Pentium 967 @ 1.30GHz,626,1,
3275,Intel Atom C2358 @ 1.74GHz,625,1,
3276,Samsung EXYNOS5420,625,1,
3277,ARM Cortex-A72 2 Core 0 MHz,625,1,
3278,Intel Atom Z3740 @ 1.33GHz,624,1,
3279,AMD Turion X2 Dual-Core Mobile RM-70,624,1,
3280,AMD Turion X2 Dual-Core Mobile RM-74,623,1,
3281,AMD Athlon 64 X2 Dual Core 3800+,623,1,
3282,Intel Pentium 957 @ 1.20GHz,622,1,
3283,Intel Atom Z3745 @ 1.33GHz,621,1,
3284,AMD Athlon 64 X2 Dual-Core TK-57,620,1,
3285,AMD GX-212JC SOC,619,1,
3286,MT6795MM,618,1,
3287,AMD Turion 64 X2 Mobile TL-60,616,1,
3288,Intel Core2 Duo L9300 @ 1.60GHz,615,1,
3289,Intel Atom Z3740D @ 1.33GHz,614,1,
3290,Intel Pentium T3400 @ 2.16GHz,613,1,
3291,Intel Pentium T3200 @ 2.00GHz,612,1,
3292,Intel Pentium U5600 @ 1.33GHz,611,1,
3293,AMD Athlon II Dual-Core M300,610,1,
3294,AMD Athlon 64 X2 QL-65,609,1,
3295,AMD Athlon 64 X2 TK-57,607,1,
3296,Intel Core2 Duo L7700 @ 1.80GHz,607,1,
3297,AMD Athlon II X2 250u,604,1,
3298,AMD Turion X2 Dual Core L510,603,1,
3299,Qualcomm MSM8974PRO-AC,603,1,
3300,MediaTek MT6761V/WBB,602,1,
3301,MT8735T,602,1,
3302,AMD Athlon 64 3600+,601,1,
3303,Intel Xeon 5110 @ 1.60GHz,600,1,
3304,AMD E1 Micro-6200T APU,600,1,
3305,Intel Core2 Duo T5550 @ 1.83GHz,596,1,
3306,AMD Athlon 64 X2 Dual Core 3600+,596,1,
3307,Intel Atom S1260 @ 2.00GHz,596,1,
3308,Intel Celeron J1750 @ 2.41GHz,595,1,
3309,AMD Athlon 64 X2 Dual Core BE-2300,594,1,
3310,AMD Opteron 1212,593,1,
3311,AMD Athlon X2 Dual Core BE-2350,591,1,
3312,Intel Celeron N3000 @ 1.04GHz,591,1,
3313,MT6737T,591,1,
3314,AMD E1-2500 APU,590,1,
3315,AMD Turion II Neo N40L Dual-Core,589,1,
3316,Intel Core2 Duo Q6867 @ 3.00GHz,589,1,
3317,AMD Turion Dual-Core RM-74,588,1,
3318,Qualcomm MSM8974PRO-AA,587,1,
3319,Intel Celeron D 430 @ 1.80GHz,585,1,
3320,Intel Atom Z3745D @ 1.33GHz,585,1,
3321,Intel Celeron 847E @ 1.10GHz,584,1,
3322,Intel Atom C2338 @ 1.74GHz,584,1,
3323,AMD Turion X2 Ultra Dual-Core Mobile ZM-80,583,1,
3324,Intel Celeron N3050 @ 1.60GHz,583,1,
3325,Intel Core2 Duo U9600 @ 1.60GHz,582,1,
3326,Celeron Dual-Core T3000 @ 1.80GHz,582,1,
3327,AMD Athlon 64 X2 QL-67,582,1,
3328,Intel Celeron N2840 @ 2.16GHz,582,1,
3329,Intel Xeon MV 3.20GHz,582,1,
3330,VIA Nano L3050@1800MHz,581,1,
3331,MT8766A,581,1,
3332,Qualcomm MSM8917,578,1,
3333,Intel Core2 Duo E6300 @ 1.86GHz,578,1,
3334,AMD Athlon 64 X2 Dual-Core TK-42,577,1,
3335,AMD E1-7010 APU,577,1,
3336,Intel Celeron 1019Y @ 1.00GHz,576,1,
3337,MT6797D,576,1,
3338,MT6761V/CAB,575,1,
3339,Intel Core2 Duo L7500 @ 1.60GHz,575,1,
3340,AMD Athlon 64 2200+,575,1,
3341,Rockchip (Device Tree),574,1,
3342,AMD Athlon 64 X2 Dual Core BE-2350,573,1,
3343,Mobile AMD Athlon XP,572,1,
3344,Intel Celeron J1800 @ 2.41GHz,570,1,
3345,AMD Athlon X2 Dual Core BE-2300,570,1,
3346,AMD Athlon XP 3400+,570,1,
3347,Intel Celeron 857 @ 1.20GHz,569,1,
3348,Intel Pentium T2410 @ 2.00GHz,569,1,
3349,AMD Turion 64 MK-38,568,1,
3350,Intel Core2 Duo E4300 @ 1.80GHz,566,1,
3351,AMD Athlon 64 X2 3800+,566,1,
3352,Qualcomm MSM 8974 HAMMERHEAD (Flattened Device Tre,566,1,
3353,AMD Turion II Neo K625 Dual-Core,565,1,
3354,AMD Athlon X2 Dual Core 6850e,564,1,
3355,AMD Sempron Dual Core 2200,563,1,
3356,Intel Celeron 867 @ 1.30GHz,562,1,
3357,AMD Turion Dual-Core RM-70,561,1,
3358,AMD Sempron 2650 APU,561,1,
3359,Qualcomm Technologies,score,percentage,1
3360,Intel Celeron U3600 @ 1.20GHz,560,1,
3361,AMD E1-6015 APU,560,1,
3362,AMD Athlon Dual Core 4050e,559,1,
3363,Intel Atom Z3735E @ 1.33GHz,557,1,
3364,AMD Sempron Dual Core 2300,555,1,
3365,ARM Cortex-A53 4 Core 1800 MHz,555,1,
3366,MediaTek MT6737T,554,1,
3367,Intel Celeron N2830 @ 2.16GHz,551,1,
3368,Intel Core2 Duo L7300 @ 1.40GHz,550,1,
3369,Intel Celeron @ 1.30GHz,548,1,
3370,Intel T1500 @ 1.86GHz,548,1,
3371,Intel Pentium T2390 @ 1.86GHz,543,1,
3372,Intel Celeron M 540 @ 1.86GHz,542,1,
3373,AMD Athlon XP-M,541,1,
3374,AMD E1-6010 APU,539,1,
3375,mt6762m,538,1,
3376,Qualcomm APQ8084,537,1,
3377,AMD Turion 64 X2 TL-52,537,1,
3378,AMD TurionX2 Dual Core Mobile RM-70,536,1,
3379,AMD Turion 64 Mobile MT-40,536,1,
3380,Intel U2400 @ 1.06GHz,536,1,
3381,Intel Core2 Duo T5450 @ 1.66GHz,535,1,
3382,AMD Sempron LE-1600,535,1,
3383,AMD Sempron Dual Core 2100,533,1,
3384,MediaTek MT8168A,533,1,
3385,AMD Athlon 64 X2 Dual Core 3400+,531,1,
3386,AMD Opteron 165,531,1,
3387,Intel Core2 Duo T5670 @ 1.80GHz,530,1,
3388,MT6739CH,530,1,
3389,MT6761V/WD,529,1,
3390,Intel Pentium T2330 @ 1.60GHz,529,1,
3391,Intel Core2 Duo SU9400 @ 1.40GHz,529,1,
3392,AMD Athlon II Neo K345 Dual-Core,527,1,
3393,AMD Sempron 130,526,1,
3394,AMD Athlon 64 X2 Dual-Core TK-55,525,1,
3395,Intel Core2 Duo E6320 @ 1.86GHz,524,1,
3396,AMD Athlon 64 X2 QL-62,522,1,
3397,MT6592,521,1,
3398,Celeron Dual-Core T3100 @ 1.90GHz,519,1,
3399,Intel Celeron T1600 @ 1.66GHz,519,1,
3400,AMD Athlon 64 FX-57,517,1,
3401,VIA Nano L3025@1600MHz,517,1,
3402,Intel T2050 @ 2.00GHz,516,1,
3403,Intel Core2 Duo L7400 @ 1.50GHz,516,1,
3404,AMD G-T40N,516,1,
3405,Intel Celeron N2808 @ 1.58GHz,515,1,
3406,ARM Cortex-A17 4 Core 1800 MHz,515,1,
3407,MT8167A,514,1,
3408,Amlogic,513,1,
3409,MediaTek MT6735,513,1,
3410,Intel Atom Z3735F @ 1.33GHz,513,1,
3411,Mobile AMD Athlon XP-M,512,1,
3412,Intel Atom Z3736F @ 1.33GHz,511,1,
3413,Intel Core2 Duo T5500 @ 1.66GHz,510,1,
3414,Intel Core2 Duo U7300 @ 1.30GHz,509,1,
3415,Intel Pentium E2140 @ 1.60GHz,508,1,
3416,Mobile AMD Athlon XP-M (LV),508,1,
3417,Rockchip RK3288 (Flattened Device Tree),508,1,
3418,Mobile AMD Athlon XP-M (LV) 3200+,505,1,
3419,Intel Celeron N3010 @ 1.04GHz,505,1,
3420,Generic DT based system,504,1,
3421,AMD Athlon 64 X2 Dual-Core TK-53,502,1,
3422,VIA Nano U3100 (1.6GHz Capable),501,1,
3423,Intel Pentium T2370 @ 1.73GHz,500,1,
3424,Intel Core Duo T2700 @ 2.33GHz,498,1,
3425,AMD Sempron 150,498,1,
3426,Intel Pentium D 940 @ 3.20GHz,498,1,
3427,Intel Pentium D 830 @ 3.00GHz,498,1,
3428,MediaTek MT8163,498,1,
3429,AMD Turion X2 Dual Core Mobile RM-70,497,1,
3430,AMD Athlon MP 2800+,497,1,
3431,Intel Core2 Duo T5270 @ 1.40GHz,496,1,
3432,Mobile AMD Athlon MP-M 2800+,496,1,
3433,Intel U2500 @ 1.20GHz,495,1,
3434,MT8735,495,1,
3435,Intel Celeron E1200 @ 1.60GHz,492,1,
3436,AMD Turion 64 X2 Mobile TL-58,491,1,
3437,Intel Xeon 3.06GHz,491,1,
3438,AMD Sempron LE-250,490,1,
3439,rockchip,score,percentage,1
3440,AMD E2-2000 APU,488,1,
3441,Intel Atom Z3770D @ 1.49GHz,488,1,
3442,AMD Athlon Neo X2 Dual Core L335,487,1,
3443,Mobile AMD Athlon XP-M 3200+,487,1,
3444,Intel Celeron N2806 @ 1.60GHz,486,1,
3445,Intel Celeron G460 @ 1.80GHz,485,1,
3446,Intel Core2 Duo U9300 @ 1.20GHz,485,1,
3447,AMD Athlon 3100+,485,1,
3448,Intel Pentium M 756 @ 1.66GHz,484,1,
3449,AMD Athlon 64 3100+,484,1,
3450,MediaTek MT6762V/CN,484,1,
3451,Intel Core2 Duo T5250 @ 1.50GHz,483,1,
3452,Intel Atom D2700 @ 2.13GHz,481,1,
3453,Intel Celeron G465 @ 1.90GHz,480,1,
3454,Intel Celeron N2815 @ 1.86GHz,480,1,
3455,AMD Sempron 145,480,1,
3456,AMD Athlon 3000+,480,1,
3457,AMD G-T56N,479,1,
3458,AMD Sempron 140,479,1,
3459,Intel Xeon 3.20GHz,478,1,
3460,Mobile Intel Pentium 4 3.46GHz,478,1,
3461,AMD Athlon Neo X2 Dual Core L325,476,1,
3462,Intel Core2 Duo L7100 @ 1.20GHz,476,1,
3463,AMD Opteron 248,476,1,
3464,Intel Pentium SU4100 @ 1.30GHz,476,1,
3465,Intel T1400 @ 1.73GHz,475,1,
3466,Mobile AMD Athlon XP-M (LV) 2800+,475,1,
3467,AMD E1-2200 APU,474,1,
3468,Intel Celeron U3400 @ 1.07GHz,473,1,
3469,AMD Athlon QI-46,473,1,
3470,AMD TurionX2 Dual Core Mobile RM-72,471,1,
3471,Intel Pentium Extreme Edition 955 @ 3.46GHz,469,1,
3472,Intel Pentium T2310 @ 1.46GHz,467,1,
3473,Unisoc SC9832e,467,1,
3474,Intel Celeron N2810 @ 2.00GHz,465,1,
3475,AMD Athlon 64 FX-59,465,1,
3476,AMD E-350D APU,465,1,
3477,Intel Pentium D 915 @ 2.80GHz,465,1,
3478,AMD Athlon 64 X2 QL-60,465,1,
3479,Intel Celeron N2820 @ 2.13GHz,464,1,
3480,AMD Athlon XP 2300+,464,1,
3481,AMD Athlon 64 X2 Dual Core TK-55,463,1,
3482,AMD Athlon 64 X2 Dual Core TK-53,463,1,
3483,AMD Athlon 2400+,462,1,
3484,Intel Atom E3827 @ 1.74GHz,460,1,
3485,Intel Celeron 847 @ 1.10GHz,459,1,
3486,Intel Core2 Duo T5470 @ 1.60GHz,459,1,
3487,SAMSUNG JF,459,1,
3488,ARM Cortex-A53 4 Core 1392 MHz,459,1,
3489,AMD Athlon 3200+,458,1,
3490,AMD Opteron 154,457,1,
3491,VIA Nano L1900@1400MHz,457,1,
3492,AMD Athlon Neo X2 Dual Core 6850e,456,1,
3493,Intel Celeron N2807 @ 1.58GHz,456,1,
3494,AMD Turion 64 X2 Mobile TL-56,453,1,
3495,QCT APQ8064 DEB,453,1,
3496,AMD Opteron 254,451,1,
3497,Mobile AMD Athlon 64 3000+,450,1,
3498,Intel Core Duo T2600 @ 2.16GHz,449,1,
3499,AMD Turion 64 X2 Mobile TL-50,448,1,
3500,Qualcomm Technologies,score,percentage,1
3501,AMD Athlon II Neo N36L Dual-Core,446,1,
3502,Intel Celeron SU2300 @ 1.20GHz,445,1,
3503,AMD A4-1200 APU,445,1,
3504,QCT APQ8064 FLO,445,1,
3505,ARM Cortex-A53 4 Core 1400 MHz,444,1,
3506,Intel Celeron 925 @ 2.30GHz,444,1,
3507,AMD Athlon 2600+,444,1,
3508,AMD G-T56E,442,1,
3509,Qualcomm Technologies,score,percentage,1
3510,Mobile AMD Athlon 64 2800+,440,1,
3511,Mobile AMD Athlon XP-M 3100+,440,1,
3512,Intel Pentium U5400 @ 1.20GHz,439,1,
3513,Intel Atom D2701 @ 2.13GHz,438,0,
3514,AMD Athlon 64 FX-51,437,0,
3515,AMD E2-1800 APU,436,0,
3516,AMD Athlon MP 2400+,436,0,
3517,Intel Xeon 2.66GHz,435,0,
3518,Intel T1200 @ 1.50GHz,435,0,
3519,ARM Cortex-A53 4 Core 1512 MHz,434,0,
3520,Intel Atom D2560 @ 2.00GHz,433,0,
3521,Intel Celeron 450 @ 2.20GHz,433,0,
3522,AMD Turion Neo X2 Dual Core L625,431,0,
3523,AMD Athlon LE-1640,430,0,
3524,AMD Opteron 152,428,0,
3525,AMD A4-1250 APU,428,0,
3526,AMD Opteron 142,428,0,
3527,Sony Mobile fusion3,428,0,
3528,Qualcomm Technologies,score,percentage,0
3529,Intel Celeron G440 @ 1.60GHz,426,0,
3530,Intel Xeon 3.00GHz,425,0,
3531,AMD E-450 APU,424,0,
3532,MediaTek MT6737,424,0,
3533,AMD Athlon LE-1620,421,0,
3534,Intel U2700 @ 1.30GHz,421,0,
3535,AMD Turion 64 Mobile MT-28,419,0,
3536,AMD G-T48E,416,0,
3537,AMD Athlon LE-1660,416,0,
3538,Intel Core2 Solo U3300 @ 1.20GHz,415,0,
3539,Samsung GrandPrimePlus LTE LTN OPEN rev04 board ba,415,0,
